epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
96,59213.1,0.3978,0.60383,0.41366,0.91262,0.87547,0.79725,0.86207,0.79896,0.87696,0.79694,0.85753,0.74954,0.30546,0.6453,0.39486,0.86855,0.00764875,0.00764875,0.00764875
97,59830.6,0.40162,0.60987,0.41727,0.91435,0.88076,0.79444,0.86216,0.79919,0.88194,0.79475,0.85794,0.74931,0.30555,0.64735,0.39434,0.86984,0.007624,0.007624,0.007624
98,60448.4,0.39613,0.60574,0.40823,0.90803,0.86917,0.80109,0.862,0.79912,0.87277,0.80152,0.8576,0.75006,0.30535,0.64704,0.39456,0.87043,0.00759925,0.00759925,0.00759925
99,61065.2,0.39047,0.59385,0.40025,0.90794,0.86985,0.80178,0.86177,0.79859,0.87297,0.80077,0.85732,0.74934,0.30375,0.64785,0.39489,0.86902,0.0075745,0.0075745,0.0075745
100,61682.3,0.39996,0.60644,0.40935,0.91125,0.88273,0.79012,0.86186,0.79871,0.87575,0.80194,0.85786,0.7491,0.30431,0.648,0.39406,0.86992,0.00754975,0.00754975,0.00754975
101,62299.2,0.38907,0.58779,0.40183,0.90749,0.87063,0.79944,0.8615,0.79837,0.87301,0.80162,0.85873,0.74898,0.30378,0.6461,0.39519,0.86934,0.007525,0.007525,0.007525
102,62916.5,0.39164,0.58665,0.40337,0.91082,0.87036,0.80162,0.8619,0.79831,0.87223,0.80225,0.8584,0.74808,0.30261,0.64518,0.39512,0.86879,0.00750025,0.00750025,0.00750025
103,63534.2,0.38676,0.5845,0.40027,0.90673,0.87348,0.79944,0.86174,0.79802,0.87579,0.801,0.85817,0.74842,0.30246,0.64654,0.39563,0.86845,0.0074755,0.0074755,0.0074755
104,64152.4,0.39361,0.60192,0.40249,0.90699,0.87365,0.79921,0.86138,0.79803,0.87525,0.79975,0.85775,0.74954,0.30258,0.64606,0.39514,0.86872,0.00745075,0.00745075,0.00745075
105,64770.1,0.38866,0.59529,0.39883,0.90742,0.8728,0.80287,0.86169,0.79852,0.87889,0.79913,0.85863,0.7492,0.30319,0.64609,0.39528,0.86923,0.007426,0.007426,0.007426
106,65388.4,0.39119,0.59732,0.40296,0.90571,0.86933,0.80506,0.86213,0.7991,0.8787,0.80006,0.85901,0.75019,0.30323,0.64502,0.39491,0.86893,0.00740125,0.00740125,0.00740125
107,66006.5,0.38939,0.58498,0.39691,0.90604,0.86788,0.80756,0.86242,0.79895,0.88065,0.7985,0.85904,0.74997,0.30288,0.64331,0.39431,0.86869,0.0073765,0.0073765,0.0073765
108,66624.4,0.39332,0.59101,0.39174,0.90835,0.87884,0.79768,0.86245,0.79927,0.87562,0.80225,0.85844,0.75004,0.30319,0.64283,0.39485,0.86882,0.00735175,0.00735175,0.00735175
109,67242.7,0.387,0.56915,0.39366,0.90616,0.88113,0.79569,0.8625,0.79928,0.88313,0.7985,0.85915,0.75038,0.30407,0.64165,0.39387,0.86939,0.007327,0.007327,0.007327
110,67860.9,0.3857,0.57575,0.38574,0.90411,0.88214,0.79756,0.86257,0.79931,0.88444,0.79855,0.8593,0.75086,0.30353,0.64194,0.3936,0.86911,0.00730225,0.00730225,0.00730225
111,68479.3,0.3854,0.5858,0.39127,0.90387,0.88223,0.7985,0.86315,0.79993,0.88395,0.80006,0.85997,0.75142,0.3031,0.6426,0.39375,0.869,0.0072775,0.0072775,0.0072775
112,69097.3,0.3866,0.57437,0.38909,0.90379,0.88159,0.79776,0.86363,0.80007,0.88366,0.79963,0.86048,0.75134,0.30281,0.64131,0.39332,0.86898,0.00725275,0.00725275,0.00725275
113,69715.4,0.38232,0.5755,0.38261,0.90087,0.88134,0.79975,0.86356,0.80022,0.88496,0.80069,0.86068,0.75201,0.30271,0.64207,0.39415,0.86875,0.007228,0.007228,0.007228
114,70334.1,0.3806,0.57331,0.38458,0.90254,0.87694,0.80287,0.86342,0.79993,0.88501,0.801,0.86148,0.75259,0.3027,0.64197,0.3944,0.86876,0.00720325,0.00720325,0.00720325
115,70952.2,0.38211,0.57617,0.38097,0.90338,0.87746,0.80082,0.86354,0.79983,0.88574,0.80162,0.86171,0.75288,0.30327,0.64237,0.3951,0.86929,0.0071785,0.0071785,0.0071785
116,71569.4,0.38221,0.58129,0.38153,0.90287,0.88085,0.8014,0.86374,0.79995,0.88381,0.80225,0.86176,0.7521,0.3036,0.64247,0.39493,0.86979,0.00715375,0.00715375,0.00715375
117,72186.8,0.38429,0.57589,0.38305,0.9009,0.88257,0.801,0.86364,0.80006,0.88426,0.80225,0.86116,0.75167,0.30333,0.64274,0.39494,0.86935,0.007129,0.007129,0.007129
118,72804.3,0.38168,0.56447,0.38201,0.90002,0.88191,0.80319,0.86366,0.8,0.88402,0.80482,0.86154,0.75251,0.30262,0.64227,0.39456,0.86888,0.00710425,0.00710425,0.00710425
119,73421.5,0.37667,0.56475,0.375,0.90067,0.88195,0.80291,0.86346,0.80005,0.88345,0.80225,0.86127,0.75248,0.30268,0.6418,0.39493,0.86884,0.0070795,0.0070795,0.0070795
120,74038.7,0.38077,0.56326,0.3761,0.89934,0.87776,0.80529,0.86346,0.7998,0.88272,0.80415,0.86174,0.75247,0.30329,0.64125,0.3949,0.86968,0.00705475,0.00705475,0.00705475
121,74655.7,0.37712,0.56698,0.37344,0.89791,0.87821,0.80506,0.86324,0.79957,0.88009,0.80484,0.86112,0.75218,0.30312,0.64031,0.39524,0.86944,0.00703,0.00703,0.00703
122,75272.9,0.37867,0.56475,0.37415,0.90205,0.87816,0.80537,0.86321,0.79946,0.88047,0.806,0.8612,0.75156,0.3036,0.63935,0.39515,0.86979,0.00700525,0.00700525,0.00700525
123,75890.1,0.37609,0.56048,0.3745,0.90023,0.87829,0.80478,0.86317,0.79911,0.87934,0.80537,0.86118,0.75163,0.30388,0.63934,0.39594,0.86991,0.0069805,0.0069805,0.0069805
124,76507.4,0.37494,0.55884,0.3672,0.89788,0.87933,0.80506,0.86311,0.79908,0.88002,0.80569,0.86111,0.75186,0.30389,0.6385,0.39575,0.86984,0.00695575,0.00695575,0.00695575
